,pm2.5,pm10,o3,no2,so2,co
2022-10-25,24.0,8.0,20.0,10.0,1.0,2.0
2022-10-24,63.0,7.0,28.0,8.0,1.0,2.0
2022-10-23,67.0,20.0,39.0,16.0,1.0,3.0
2022-10-22,41.0,22.0,15.0,29.0,1.0,4.0
2022-10-21,29.0,12.0,29.0,22.0,1.0,3.0
2022-10-20,21.0,8.0,28.0,16.0,1.0,2.0
2022-10-19,30.0,7.0,20.0,11.0,1.0,2.0
2022-10-18,61.0,10.0,24.0,9.0,1.0,2.0
2022-10-17,42.0,21.0,9.0,31.0,1.0,3.0
2022-10-16,33.0,12.0,29.0,9.0,1.0,2.0
2022-10-15,25.0,10.0,29.0,10.0,1.0,2.0
2022-10-14,33.0,8.0,20.0,15.0,1.0,2.0
2022-10-13,30.0,10.0,18.0,12.0,1.0,2.0
2022-10-11,38.0,11.0,29.0,11.0,1.0,2.0
2022-10-10,24.0,14.0,28.0,13.0,1.0,2.0
2022-10-09,14.0,8.0,29.0,6.0,1.0,1.0
2022-10-08,16.0,7.0,24.0,12.0,1.0,2.0
2022-10-06,32.0,6.0,22.0,7.0,1.0,1.0
2022-10-05,46.0,13.0,19.0,10.0,1.0,2.0
2022-10-04,54.0,17.0,29.0,12.0,1.0,2.0
2022-10-02,41.0,15.0,43.0,5.0,1.0,2.0
2022-10-01,45.0,14.0,41.0,7.0,1.0,2.0
2022-09-30,46.0,15.0,46.0,12.0,1.0,2.0
2022-09-29,39.0,16.0,26.0,19.0,3.0,2.0
2022-09-27,45.0,15.0,37.0,11.0,1.0,2.0
2022-09-26,37.0,21.0,51.0,14.0,3.0,2.0
2022-09-22,12.0,10.0,28.0,9.0,1.0,2.0
2022-09-20,46.0,18.0,21.0,6.0,1.0,1.0
2022-09-19,20.0,27.0,16.0,8.0,1.0,1.0
2022-09-18,37.0,13.0,14.0,9.0,1.0,2.0
2022-09-17,34.0,14.0,37.0,10.0,2.0,4.0
2022-09-16,43.0,11.0,37.0,11.0,2.0,2.0
2022-09-15,44.0,14.0,31.0,8.0,1.0,5.0
2022-09-14,27.0,17.0,33.0,11.0,1.0,2.0
2022-09-13,30.0,11.0,31.0,9.0,1.0,1.0
2022-09-12,37.0,11.0,23.0,5.0,1.0,1.0
2022-09-11,34.0,13.0,25.0,3.0,1.0,1.0
2022-09-10,21.0,12.0,37.0,5.0,1.0,1.0
2022-09-08,23.0,9.0,20.0,10.0,1.0,1.0
2022-09-07,27.0,11.0,4.0,12.0,1.0,1.0
2022-09-06,39.0,11.0,11.0,11.0,2.0,2.0
2022-09-05,41.0,15.0,31.0,8.0,1.0,2.0
2022-09-04,26.0,17.0,37.0,5.0,2.0,2.0
2022-09-03,17.0,11.0,30.0,6.0,1.0,2.0
2022-09-02,33.0,9.0,26.0,14.0,1.0,2.0
2022-09-01,44.0,17.0,7.0,15.0,1.0,2.0
2022-08-31,28.0,21.0,12.0,14.0,1.0,3.0
2022-08-30,23.0,10.0,28.0,10.0,1.0,2.0
2022-08-29,27.0,9.0,37.0,6.0,1.0,1.0
2022-08-28,54.0,12.0,41.0,4.0,1.0,2.0
2022-08-27,55.0,23.0,34.0,19.0,2.0,3.0
2022-08-26,44.0,29.0,28.0,21.0,1.0,3.0
2022-08-25,43.0,19.0,30.0,11.0,2.0,4.0
2022-08-24,48.0,17.0,35.0,8.0,1.0,2.0
2022-08-23,47.0,22.0,18.0,18.0,2.0,3.0
2022-08-22,52.0,19.0,32.0,9.0,1.0,3.0
2022-08-21,52.0,21.0,37.0,8.0,1.0,3.0
2022-08-20,28.0,22.0,58.0,17.0,2.0,4.0
2022-08-19,29.0,10.0,46.0,10.0,1.0,2.0
2022-08-18,36.0,14.0,29.0,12.0,1.0,2.0
2022-08-17,55.0,15.0,38.0,9.0,1.0,2.0
2022-08-16,66.0,25.0,21.0,4.0,1.0,1.0
2022-08-15,46.0,33.0,72.0,19.0,2.0,3.0
2022-08-14,30.0,22.0,35.0,13.0,2.0,2.0
2022-08-13,37.0,18.0,16.0,7.0,1.0,1.0
2022-08-12,31.0,20.0,11.0,6.0,1.0,1.0
2022-08-11,33.0,14.0,16.0,8.0,1.0,1.0
2022-08-10,45.0,14.0,10.0,9.0,1.0,1.0
2022-08-09,43.0,18.0,15.0,6.0,1.0,1.0
2022-08-08,35.0,18.0,19.0,12.0,3.0,2.0
2022-08-07,32.0,15.0,34.0,10.0,5.0,2.0
2022-08-06,16.0,13.0,42.0,10.0,4.0,2.0
2022-08-04,72.0,15.0,29.0,10.0,1.0,1.0
2022-08-03,53.0,39.0,88.0,36.0,4.0,2.0
2022-08-02,45.0,23.0,42.0,26.0,5.0,2.0
2022-08-01,47.0,18.0,42.0,20.0,4.0,2.0
2022-07-31,36.0,20.0,36.0,15.0,7.0,1.0
2022-07-30,32.0,17.0,19.0,15.0,4.0,2.0
2022-07-29,27.0,14.0,15.0,17.0,2.0,2.0
2022-07-28,26.0,12.0,14.0,13.0,2.0,2.0
2022-07-27,29.0,15.0,7.0,11.0,1.0,2.0
2022-07-26,36.0,18.0,4.0,11.0,1.0,2.0
2022-07-25,42.0,15.0,25.0,12.0,3.0,2.0
2022-07-24,54.0,17.0,38.0,15.0,1.0,3.0
2022-07-23,56.0,23.0,48.0,19.0,1.0,3.0
2022-07-22,48.0,27.0,34.0,17.0,1.0,4.0
2022-07-21,49.0,19.0,42.0,15.0,2.0,3.0
2022-07-20,33.0,20.0,43.0,12.0,1.0,2.0
2022-07-19,43.0,14.0,27.0,11.0,1.0,1.0
2022-07-18,29.0,18.0,46.0,16.0,2.0,3.0
2022-07-17,25.0,16.0,44.0,13.0,1.0,2.0
2022-07-16,19.0,13.0,15.0,19.0,1.0,2.0
2022-07-15,14.0,11.0,12.0,13.0,1.0,2.0
2022-07-14,14.0,7.0,15.0,8.0,1.0,1.0
2022-07-13,33.0,8.0,13.0,12.0,1.0,1.0
2022-07-12,38.0,13.0,19.0,10.0,2.0,2.0
2022-07-11,28.0,14.0,46.0,11.0,1.0,2.0
2022-07-10,33.0,12.0,15.0,10.0,1.0,1.0
2022-07-09,22.0,11.0,28.0,13.0,1.0,2.0
2022-07-07,17.0,7.0,20.0,5.0,1.0,1.0
2022-07-06,21.0,7.0,15.0,4.0,1.0,1.0
2022-07-05,29.0,9.0,11.0,11.0,1.0,1.0
2022-07-04,46.0,11.0,11.0,17.0,1.0,2.0
2022-07-03,55.0,18.0,28.0,18.0,2.0,2.0
2022-07-02,64.0,25.0,43.0,27.0,3.0,2.0
2022-07-01,72.0,28.0,63.0,27.0,3.0,2.0
2022-06-30,61.0,33.0,111.0,30.0,6.0,4.0
2022-06-29,61.0,27.0,23.0,29.0,3.0,3.0
2022-06-28,56.0,26.0,49.0,28.0,4.0,3.0
2022-06-27,48.0,22.0,27.0,29.0,3.0,2.0
2022-06-26,52.0,17.0,24.0,13.0,2.0,1.0
2022-06-25,45.0,20.0,26.0,6.0,1.0,1.0
2022-06-24,45.0,17.0,11.0,11.0,1.0,2.0
2022-06-23,44.0,17.0,24.0,12.0,1.0,2.0
2022-06-22,64.0,18.0,35.0,11.0,1.0,8.0
2022-06-21,53.0,26.0,57.0,24.0,2.0,3.0
2022-06-20,30.0,21.0,15.0,30.0,3.0,3.0
2022-06-19,60.0,12.0,30.0,18.0,2.0,3.0
2022-06-18,79.0,27.0,13.0,37.0,3.0,4.0
2022-06-17,54.0,31.0,34.0,38.0,2.0,4.0
2022-06-16,25.0,17.0,25.0,26.0,2.0,3.0
2022-06-15,31.0,10.0,30.0,11.0,1.0,2.0
2022-06-14,29.0,11.0,26.0,5.0,1.0,1.0
2022-06-13,29.0,8.0,35.0,7.0,1.0,1.0
2022-06-12,22.0,10.0,35.0,4.0,1.0,2.0
2022-06-11,37.0,9.0,34.0,11.0,1.0,2.0
2022-06-10,19.0,12.0,33.0,13.0,2.0,3.0
2022-06-09,33.0,8.0,31.0,8.0,1.0,2.0
2022-06-08,11.0,12.0,26.0,5.0,1.0,1.0
2022-06-07,15.0,4.0,29.0,7.0,1.0,1.0
2022-06-06,39.0,6.0,36.0,7.0,1.0,2.0
2022-06-05,37.0,13.0,45.0,8.0,1.0,2.0
2022-06-04,44.0,12.0,51.0,8.0,1.0,2.0
2022-06-03,43.0,15.0,44.0,14.0,1.0,2.0
2022-06-02,40.0,15.0,34.0,20.0,2.0,3.0
2022-06-01,28.0,13.0,46.0,12.0,2.0,3.0
2022-05-31,52.0,10.0,34.0,11.0,1.0,1.0
2022-05-30,46.0,17.0,45.0,13.0,1.0,3.0
2022-05-29,33.0,15.0,66.0,12.0,3.0,3.0
2022-05-28,29.0,11.0,48.0,15.0,2.0,2.0
2022-05-27,37.0,14.0,35.0,16.0,1.0,2.0
2022-05-26,32.0,13.0,44.0,13.0,2.0,2.0
2022-05-25,28.0,11.0,40.0,14.0,1.0,2.0
2022-05-24,28.0,10.0,42.0,15.0,2.0,3.0
2022-05-23,19.0,9.0,52.0,7.0,2.0,2.0
2022-05-22,42.0,7.0,42.0,4.0,2.0,1.0
2022-05-21,65.0,16.0,35.0,19.0,1.0,3.0
2022-05-20,57.0,24.0,47.0,25.0,4.0,3.0
2022-05-19,64.0,19.0,57.0,22.0,3.0,3.0
2022-05-18,33.0,20.0,56.0,17.0,3.0,4.0
2022-05-17,25.0,10.0,21.0,24.0,1.0,3.0
2022-05-16,36.0,9.0,35.0,10.0,1.0,2.0
2022-05-15,23.0,11.0,41.0,4.0,1.0,2.0
2022-05-14,20.0,10.0,29.0,18.0,4.0,1.0
2022-05-13,45.0,8.0,13.0,22.0,1.0,2.0
2022-05-12,40.0,16.0,24.0,23.0,2.0,2.0
2022-05-11,26.0,12.0,50.0,14.0,3.0,2.0
2022-05-10,26.0,8.0,39.0,9.0,1.0,2.0
2022-05-09,26.0,9.0,30.0,9.0,1.0,2.0
2022-05-08,34.0,9.0,41.0,5.0,2.0,2.0
2022-05-07,47.0,11.0,40.0,9.0,1.0,2.0
2022-05-06,61.0,16.0,40.0,16.0,2.0,2.0
2022-05-05,48.0,22.0,66.0,16.0,3.0,4.0
2022-05-04,29.0,16.0,50.0,11.0,2.0,3.0
2022-05-03,20.0,10.0,49.0,7.0,2.0,3.0
2022-05-02,35.0,6.0,39.0,8.0,2.0,2.0
2022-05-01,20.0,11.0,31.0,9.0,2.0,2.0
2022-04-30,22.0,5.0,40.0,3.0,2.0,1.0
2022-04-29,41.0,7.0,36.0,6.0,1.0,2.0
2022-04-28,31.0,15.0,38.0,7.0,1.0,2.0
2022-04-27,43.0,14.0,30.0,19.0,2.0,2.0
2022-04-26,57.0,16.0,22.0,19.0,2.0,3.0
2022-04-25,48.0,21.0,37.0,24.0,3.0,4.0
2022-04-24,67.0,16.0,48.0,7.0,1.0,2.0
2022-04-23,37.0,25.0,66.0,29.0,3.0,4.0
2022-04-22,67.0,12.0,29.0,29.0,3.0,3.0
2022-04-21,61.0,23.0,34.0,21.0,3.0,4.0
2022-04-20,36.0,20.0,36.0,14.0,1.0,2.0
2022-04-19,42.0,11.0,45.0,12.0,1.0,3.0
2022-04-18,38.0,14.0,32.0,15.0,2.0,2.0
2022-04-17,26.0,12.0,40.0,5.0,2.0,2.0
2022-04-16,11.0,6.0,31.0,8.0,1.0,3.0
2022-04-13,59.0,23.0,28.0,26.0,2.0,2.0
2022-04-12,72.0,22.0,25.0,24.0,3.0,1.0
2022-04-11,71.0,25.0,39.0,24.0,3.0,3.0
2022-04-10,52.0,24.0,65.0,16.0,2.0,3.0
2022-04-09,46.0,17.0,47.0,16.0,2.0,3.0
2022-04-08,60.0,15.0,43.0,13.0,3.0,2.0
2022-04-07,52.0,21.0,42.0,17.0,2.0,2.0
2022-04-06,19.0,15.0,30.0,29.0,2.0,2.0
2022-04-05,12.0,4.0,34.0,10.0,1.0,2.0
2022-04-03,33.0,9.0,31.0,10.0,1.0,2.0
2022-04-02,22.0,9.0,40.0,7.0,1.0,2.0
2022-03-31,59.0,13.0,37.0,15.0,1.0,2.0
2022-03-30,46.0,17.0,29.0,25.0,3.0,3.0
2022-03-29,27.0,13.0,29.0,16.0,1.0,2.0
2022-03-28,23.0,8.0,31.0,10.0,2.0,2.0
2022-03-27,46.0,9.0,38.0,7.0,1.0,2.0
2022-03-26,61.0,17.0,33.0,15.0,1.0,2.0
2022-03-25,57.0,18.0,34.0,26.0,2.0,3.0
2022-03-24,49.0,13.0,30.0,17.0,2.0,3.0
2022-03-23,17.0,11.0,32.0,12.0,1.0,2.0
2022-03-22,22.0,4.0,29.0,10.0,1.0,2.0
2022-03-21,13.0,6.0,33.0,6.0,2.0,2.0
2022-03-20,28.0,3.0,35.0,6.0,1.0,2.0
2022-03-19,22.0,6.0,32.0,18.0,3.0,3.0
2022-03-17,30.0,14.0,39.0,17.0,3.0,2.0
2022-03-16,40.0,10.0,36.0,16.0,1.0,3.0
2022-03-15,41.0,9.0,36.0,15.0,1.0,3.0
2022-03-14,70.0,12.0,32.0,12.0,1.0,2.0
2022-03-13,75.0,25.0,42.0,11.0,2.0,3.0
2022-03-12,64.0,24.0,50.0,28.0,3.0,4.0
2022-03-11,49.0,19.0,44.0,21.0,2.0,3.0
2022-03-10,43.0,12.0,32.0,18.0,2.0,3.0
2022-03-09,43.0,11.0,33.0,10.0,1.0,2.0
2022-03-08,24.0,10.0,30.0,14.0,1.0,2.0
2022-03-07,32.0,7.0,33.0,11.0,1.0,2.0
2022-03-06,60.0,9.0,35.0,4.0,1.0,2.0
2022-03-05,37.0,18.0,45.0,15.0,2.0,3.0
2022-03-04,50.0,10.0,33.0,10.0,2.0,2.0
2022-03-03,47.0,12.0,39.0,11.0,2.0,2.0
2022-03-02,64.0,13.0,40.0,12.0,1.0,2.0
2022-03-01,35.0,19.0,32.0,29.0,2.0,3.0
2022-02-28,44.0,9.0,31.0,16.0,2.0,3.0
2022-02-27,39.0,12.0,43.0,9.0,1.0,2.0
2022-02-26,35.0,10.0,38.0,15.0,2.0,2.0
2022-02-25,19.0,9.0,31.0,19.0,2.0,3.0
2022-02-23,27.0,4.0,32.0,8.0,1.0,2.0
2022-02-22,16.0,7.0,31.0,13.0,1.0,2.0
2022-02-21,42.0,4.0,31.0,10.0,1.0,2.0
2022-02-20,47.0,9.0,32.0,11.0,1.0,2.0
2022-02-19,13.0,12.0,16.0,28.0,2.0,4.0
2022-02-18,17.0,4.0,30.0,12.0,1.0,2.0
2022-02-17,50.0,4.0,30.0,12.0,1.0,2.0
2022-02-16,55.0,14.0,29.0,19.0,1.0,2.0
2022-02-15,52.0,15.0,21.0,25.0,1.0,4.0
2022-02-13,39.0,13.0,30.0,20.0,1.0,3.0
2022-02-12,32.0,9.0,31.0,12.0,1.0,3.0
2022-02-10,31.0,9.0,22.0,17.0,1.0,2.0
2022-02-09,37.0,7.0,31.0,12.0,1.0,2.0
2022-02-08,18.0,9.0,22.0,16.0,1.0,3.0
2022-02-07,20.0,5.0,27.0,12.0,1.0,2.0
2022-02-06,31.0,5.0,31.0,7.0,1.0,2.0
2022-02-05,30.0,8.0,29.0,18.0,1.0,4.0
2022-02-04,51.0,7.0,26.0,17.0,3.0,3.0
2022-02-03,38.0,13.0,29.0,25.0,1.0,3.0
2022-02-02,28.0,9.0,31.0,14.0,1.0,2.0
2022-02-01,17.0,8.0,23.0,17.0,1.0,2.0
2022-01-31,26.0,5.0,29.0,8.0,1.0,2.0
2022-01-29,45.0,9.0,29.0,15.0,2.0,3.0
2022-01-28,46.0,11.0,30.0,16.0,1.0,3.0
2022-01-27,58.0,13.0,32.0,18.0,1.0,4.0
2022-01-26,28.0,13.0,24.0,18.0,1.0,3.0
2022-01-25,41.0,8.0,28.0,13.0,1.0,2.0
2022-01-24,46.0,10.0,29.0,13.0,1.0,2.0
2022-01-23,23.0,13.0,25.0,13.0,1.0,3.0
2022-01-22,16.0,5.0,26.0,15.0,1.0,3.0
2022-01-21,44.0,4.0,26.0,9.0,1.0,2.0
2022-01-20,24.0,11.0,25.0,23.0,1.0,3.0
2022-01-19,14.0,6.0,23.0,16.0,1.0,3.0
2022-01-18,52.0,4.0,26.0,10.0,1.0,2.0
2022-01-17,47.0,14.0,18.0,29.0,2.0,5.0
2022-01-16,25.0,13.0,21.0,18.0,1.0,5.0
2022-01-15,19.0,7.0,24.0,13.0,1.0,7.0
2022-01-14,18.0,6.0,26.0,10.0,1.0,2.0
2022-01-13,14.0,5.0,27.0,13.0,1.0,2.0
2022-01-12,48.0,4.0,24.0,12.0,1.0,2.0
2022-01-11,40.0,12.0,20.0,24.0,1.0,3.0
2022-01-10,53.0,11.0,28.0,10.0,1.0,3.0
2022-01-09,36.0,14.0,20.0,29.0,1.0,4.0
2022-01-08,30.0,9.0,22.0,22.0,1.0,3.0
2022-01-07,33.0,9.0,25.0,17.0,1.0,2.0
2022-01-05,25.0,5.0,26.0,8.0,1.0,2.0
2022-01-04,21.0,7.0,26.0,17.0,1.0,3.0
2022-01-02,10.0,6.0,26.0,10.0,1.0,4.0
2021-12-31,43.0,2.0,28.0,5.0,1.0,2.0
2021-12-30,45.0,12.0,27.0,19.0,1.0,3.0
2021-12-29,18.0,12.0,19.0,24.0,1.0,4.0
2021-12-28,23.0,5.0,25.0,13.0,1.0,2.0
2021-12-27,9.0,5.0,19.0,13.0,1.0,2.0
2021-12-26,54.0,2.0,26.0,4.0,1.0,2.0
2021-12-25,68.0,16.0,25.0,22.0,1.0,3.0
2021-12-24,34.0,21.0,11.0,36.0,1.0,4.0
2021-12-23,30.0,10.0,28.0,12.0,1.0,2.0
2021-12-22,66.0,9.0,27.0,18.0,1.0,3.0
2021-12-21,40.0,20.0,4.0,46.0,4.0,6.0
2021-12-20,41.0,10.0,16.0,28.0,3.0,4.0
2021-12-19,10.0,10.0,21.0,23.0,1.0,4.0
2021-12-17,69.0,18.0,26.0,33.0,1.0,4.0
2021-12-16,75.0,21.0,24.0,44.0,2.0,9.0
2021-12-15,34.0,24.0,2.0,48.0,2.0,6.0
2021-12-14,19.0,9.0,22.0,26.0,1.0,5.0
2021-12-12,68.0,24.0,18.0,30.0,1.0,5.0
2021-12-11,38.0,20.0,15.0,30.0,4.0,4.0
2021-12-09,7.0,8.0,22.0,10.0,1.0,2.0
2021-12-08,34.0,2.0,24.0,8.0,1.0,2.0
2021-12-06,16.0,12.0,17.0,17.0,1.0,2.0
2021-12-05,49.0,4.0,26.0,5.0,1.0,3.0
2021-12-04,43.0,14.0,24.0,30.0,1.0,4.0
2021-12-03,14.0,12.0,17.0,28.0,1.0,4.0
2021-12-02,20.0,4.0,22.0,12.0,1.0,3.0
2021-12-01,48.0,10.0,27.0,12.0,1.0,2.0
2021-11-30,39.0,14.0,16.0,32.0,2.0,3.0
2021-11-29,13.0,11.0,15.0,25.0,2.0,3.0
2021-11-28,16.0,4.0,29.0,7.0,1.0,2.0
2021-11-27,36.0,4.0,25.0,9.0,1.0,2.0
2021-11-26,37.0,11.0,25.0,22.0,5.0,3.0
2021-11-25,20.0,11.0,28.0,22.0,1.0,3.0
2021-11-24,21.0,7.0,23.0,11.0,1.0,2.0
2021-11-23,38.0,7.0,27.0,13.0,1.0,3.0
2021-11-22,54.0,13.0,24.0,20.0,1.0,3.0
2021-11-21,61.0,19.0,26.0,11.0,1.0,3.0
2021-11-20,73.0,21.0,36.0,19.0,1.0,3.0
2021-11-19,50.0,23.0,9.0,36.0,3.0,5.0
2021-11-18,30.0,14.0,17.0,24.0,1.0,3.0
2021-11-17,47.0,9.0,25.0,14.0,1.0,2.0
2021-11-16,47.0,15.0,27.0,17.0,1.0,3.0
2021-11-15,47.0,14.0,24.0,29.0,4.0,4.0
2021-11-14,30.0,13.0,27.0,18.0,1.0,3.0
2021-11-13,25.0,9.0,28.0,17.0,3.0,3.0
2021-11-12,21.0,7.0,29.0,16.0,1.0,3.0
2021-11-11,14.0,6.0,32.0,11.0,1.0,2.0
2021-11-10,23.0,5.0,32.0,9.0,1.0,2.0
2021-11-09,26.0,9.0,14.0,22.0,1.0,3.0
2021-11-08,26.0,8.0,23.0,12.0,1.0,2.0
2021-11-06,31.0,9.0,33.0,10.0,1.0,2.0
2021-11-05,28.0,10.0,33.0,17.0,1.0,2.0
2021-11-04,37.0,9.0,30.0,14.0,1.0,2.0
2021-11-02,52.0,14.0,29.0,13.0,1.0,3.0
2021-11-01,55.0,16.0,26.0,16.0,1.0,3.0
2021-10-31,33.0,19.0,23.0,14.0,1.0,3.0
2021-10-30,20.0,11.0,31.0,16.0,2.0,3.0
2021-10-03,25.0,12.0,40.0,10.0,1.0,2.0
2021-10-02,13.0,10.0,34.0,18.0,2.0,2.0
2021-09-30,28.0,14.0,29.0,20.0,2.0,3.0
2021-09-29,31.0,11.0,30.0,11.0,1.0,3.0
2021-09-25,43.0,10.0,30.0,4.0,1.0,2.0
2021-09-24,40.0,15.0,54.0,10.0,1.0,2.0
2021-09-23,36.0,17.0,39.0,18.0,1.0,2.0
2021-09-22,31.0,15.0,20.0,18.0,1.0,3.0
2021-09-21,28.0,12.0,39.0,8.0,1.0,2.0
2021-09-20,17.0,10.0,36.0,5.0,1.0,2.0
2021-09-19,24.0,7.0,36.0,3.0,1.0,2.0
2021-09-18,32.0,17.0,25.0,10.0,1.0,2.0
2021-09-17,32.0,13.0,28.0,14.0,2.0,3.0
2021-09-16,32.0,11.0,31.0,6.0,1.0,2.0
2021-09-14,46.0,14.0,32.0,15.0,2.0,2.0
2021-09-12,43.0,20.0,29.0,11.0,1.0,3.0
2021-09-11,39.0,18.0,40.0,18.0,1.0,3.0
2021-09-10,30.0,15.0,55.0,16.0,1.0,4.0
2021-09-08,24.0,13.0,29.0,19.0,1.0,3.0
2021-09-07,24.0,9.0,34.0,8.0,1.0,2.0
2021-09-06,16.0,9.0,24.0,9.0,1.0,2.0
2021-09-05,15.0,8.0,30.0,3.0,1.0,2.0
2021-09-04,14.0,8.0,26.0,8.0,1.0,2.0
2021-09-03,12.0,7.0,20.0,12.0,1.0,2.0
2021-09-02,29.0,6.0,30.0,12.0,1.0,2.0
2021-09-01,40.0,12.0,32.0,9.0,1.0,2.0
2021-08-31,53.0,16.0,44.0,9.0,1.0,2.0
2021-08-30,49.0,25.0,34.0,21.0,2.0,2.0
2021-08-29,73.0,22.0,39.0,6.0,1.0,2.0
2021-08-28,56.0,37.0,75.0,16.0,3.0,3.0
2021-08-27,62.0,27.0,39.0,15.0,1.0,2.0
2021-08-26,39.0,29.0,84.0,22.0,1.0,2.0
2021-08-25,39.0,19.0,13.0,16.0,1.0,1.0
2021-08-24,32.0,16.0,34.0,19.0,2.0,2.0
2021-08-23,20.0,16.0,33.0,14.0,1.0,2.0
2021-08-22,24.0,9.0,12.0,6.0,1.0,1.0
2021-08-21,24.0,10.0,11.0,10.0,1.0,2.0
2021-08-20,18.0,11.0,12.0,11.0,3.0,2.0
2021-08-19,23.0,9.0,12.0,9.0,1.0,2.0
2021-08-18,18.0,15.0,7.0,7.0,1.0,1.0
2021-08-17,15.0,9.0,14.0,15.0,1.0,2.0
2021-08-14,13.0,10.0,16.0,6.0,1.0,1.0
2021-08-13,31.0,6.0,42.0,6.0,1.0,2.0
2021-08-12,21.0,13.0,30.0,10.0,1.0,2.0
2021-08-11,27.0,8.0,44.0,11.0,2.0,1.0
2021-08-10,56.0,11.0,32.0,13.0,1.0,2.0
2021-08-09,11.0,37.0,24.0,6.0,1.0,1.0
2021-08-08,14.0,7.0,10.0,5.0,1.0,2.0
2021-08-07,20.0,8.0,10.0,7.0,1.0,1.0
2021-08-06,22.0,9.0,31.0,8.0,1.0,1.0
2021-08-05,29.0,10.0,38.0,11.0,2.0,1.0
2021-08-04,28.0,15.0,41.0,15.0,1.0,2.0
2021-08-03,28.0,16.0,14.0,9.0,1.0,1.0
2021-08-02,36.0,14.0,26.0,12.0,2.0,2.0
2021-08-01,21.0,15.0,41.0,14.0,1.0,3.0
2021-07-31,29.0,9.0,27.0,8.0,1.0,2.0
2021-07-30,33.0,12.0,19.0,15.0,2.0,2.0
2021-07-29,43.0,14.0,20.0,13.0,1.0,2.0
2021-07-28,22.0,20.0,30.0,16.0,1.0,3.0
2021-07-27,48.0,9.0,23.0,8.0,1.0,1.0
2021-07-26,29.0,16.0,31.0,6.0,1.0,1.0
2021-07-25,22.0,11.0,32.0,5.0,1.0,2.0
2021-07-24,22.0,9.0,34.0,8.0,1.0,2.0
2021-07-23,27.0,10.0,28.0,11.0,1.0,2.0
2021-07-22,27.0,10.0,24.0,12.0,1.0,1.0
2021-07-21,35.0,9.0,23.0,14.0,2.0,2.0
2021-07-20,37.0,14.0,32.0,15.0,2.0,2.0
2021-07-19,27.0,15.0,47.0,13.0,2.0,3.0
2021-07-18,37.0,12.0,21.0,9.0,1.0,2.0
2021-07-17,23.0,15.0,33.0,11.0,2.0,1.0
2021-07-16,36.0,9.0,21.0,9.0,1.0,1.0
2021-07-15,33.0,14.0,38.0,11.0,1.0,2.0
2021-07-14,42.0,13.0,41.0,9.0,1.0,2.0
2021-07-13,42.0,15.0,35.0,15.0,1.0,2.0
2021-07-12,41.0,17.0,45.0,23.0,2.0,3.0
2021-07-11,49.0,19.0,56.0,10.0,4.0,2.0
2021-07-10,31.0,21.0,34.0,18.0,1.0,2.0
2021-07-09,25.0,14.0,16.0,22.0,1.0,2.0
2021-07-08,77.0,11.0,18.0,15.0,2.0,2.0
2021-07-07,79.0,34.0,50.0,18.0,1.0,4.0
2021-07-06,25.0,33.0,14.0,58.0,2.0,5.0
2021-07-02,20.0,8.0,21.0,25.0,1.0,3.0
2021-07-01,28.0,9.0,34.0,17.0,1.0,2.0
2021-06-30,17.0,12.0,43.0,10.0,1.0,2.0
2021-06-29,22.0,7.0,44.0,8.0,1.0,1.0
2021-06-28,19.0,8.0,35.0,8.0,1.0,1.0
2021-06-27,29.0,8.0,44.0,6.0,1.0,2.0
2021-06-26,21.0,11.0,52.0,10.0,2.0,2.0
2021-06-25,36.0,9.0,42.0,10.0,2.0,2.0
2021-06-24,29.0,12.0,40.0,11.0,1.0,2.0
2021-06-23,26.0,10.0,28.0,10.0,3.0,2.0
2021-06-22,31.0,10.0,42.0,12.0,3.0,2.0
2021-06-21,13.0,11.0,42.0,11.0,1.0,2.0
2021-06-20,22.0,6.0,34.0,6.0,1.0,1.0
2021-06-19,35.0,9.0,27.0,13.0,1.0,2.0
2021-06-18,24.0,12.0,39.0,12.0,1.0,2.0
2021-06-16,38.0,10.0,23.0,12.0,1.0,2.0
2021-06-15,35.0,13.0,61.0,18.0,1.0,2.0
2021-06-14,40.0,14.0,21.0,20.0,1.0,2.0
2021-06-13,36.0,15.0,30.0,11.0,2.0,2.0
2021-06-12,43.0,13.0,27.0,14.0,1.0,3.0
2021-06-11,57.0,15.0,44.0,12.0,2.0,3.0
2021-06-10,57.0,20.0,48.0,14.0,2.0,3.0
2021-06-07,41.0,14.0,29.0,28.0,5.0,3.0
2021-06-06,20.0,15.0,38.0,18.0,2.0,3.0
2021-06-05,18.0,7.0,47.0,9.0,1.0,2.0
2021-06-04,31.0,13.0,30.0,11.0,1.0,1.0
2021-06-03,30.0,11.0,40.0,10.0,1.0,1.0
2021-06-02,23.0,10.0,34.0,15.0,1.0,2.0
2021-06-01,24.0,8.0,53.0,8.0,1.0,2.0
2021-05-31,49.0,8.0,41.0,9.0,1.0,2.0
2021-05-30,53.0,18.0,52.0,6.0,1.0,2.0
2021-05-29,47.0,20.0,48.0,10.0,1.0,2.0
2021-05-28,32.0,16.0,43.0,27.0,2.0,3.0
2021-05-27,52.0,12.0,36.0,16.0,1.0,2.0
2021-05-26,46.0,18.0,50.0,8.0,1.0,2.0
2021-05-25,39.0,15.0,66.0,12.0,1.0,2.0
2021-05-24,25.0,14.0,45.0,20.0,2.0,3.0
